Rank,Player,School,POS,SOLO,AST,TOT,SACK,YDS,PD,INT,YDS.1,LNG,TD,FF,Year,Draft_Round
70,Yhonzae Pierre,ALA,LB,39,13,52,8.0,81,1,0,0,0,0,3,2025,
70,Randon FontenetteVAN,,LB,31,21,52,0.0,0,6,0,0,0,0,1,2025,
70,Aaron ChilesFLA,,LB,22,30,52,0.5,0,1,0,0,0,0,0,2025,
78,Jack Pyburn,LSU,DE,15,36,51,2.0,12,2,0,0,0,0,0,2025,
78,Jaden RobinsonFLA,,LB,29,22,51,2.0,11,3,0,0,0,0,1,2025,
80,Peyton Williams,SC,DB,39,11,50,1.0,1,2,2,23,23,0,1,2025,
80,Sammy Omosigho,OU,LB,28,22,50,2.0,12,3,0,0,0,0,0,2025,
80,Colton Hood,TENN,DB,34,16,50,0.0,0,8,1,23,23,1,1,2025,
80,Bradley Shaw,ARK,LB,24,26,50,2.0,6,1,0,0,0,0,1,2025,
80,Kaleb Harris,AUB,S,38,12,50,0.0,0,1,1,16,16,0,0,2025,
80,Will Lee III,TA&M,CB,40,10,50,1.0,7,8,0,0,0,0,0,2025,
86,Albert Regis,TA&M,DT,18,31,49,2.0,16,3,0,0,0,0,1,2025,
86,Daylen Everette,UGA,DB,28,21,49,0.0,0,8,1,30,30,0,0,2025,
86,Shawn Murphy,SC,LB,26,23,49,0.0,0,1,0,0,0,0,0,2025,
86,Marvin Burks Jr.,MIZ,S,27,22,49,0.0,0,1,1,28,28,1,1,2025,
90,Tyler Onyedim,TA&M,DT,18,30,48,2.5,18,0,0,0,0,0,1,2025,
90,Chris McClellan,MIZ,DT,15,33,48,6.0,40,2,0,0,0,0,0,2025,
92,Khalil Jacobs,MIZ,LB,19,28,47,3.0,12,2,0,0,0,0,0,2025,
92,Zakari Tillman,MSST,LB,15,32,47,1.0,7,1,1,26,26,0,1,2025,
92,Nick RinaldiVAN,,LB,20,27,47,3.5,26,1,0,0,0,0,0,2025,
95,Peyton Bowen,OU,DB,21,25,46,0.0,0,7,2,37,37,0,0,2025,
95,Graceson LittletonTEX,,DB,32,14,46,0.0,0,6,2,11,11,0,2,2025,
97,Tahj Chambers,MISS,LB,27,18,45,0.0,0,3,0,0,0,0,0,2025,
97,JaCorey Thomas,UGA,DB,26,19,45,1.0,9,0,0,0,0,0,0,2025,
97,Mansoor Delane,LSU,CB,28,17,45,0.0,0,11,2,0,0,0,0,2025,
97,Princewill Umanmielen,MISS,DE,18,27,45,9.0,49,1,1,0,0,0,0,2025,
101,Hunter Washington,MSST,S,18,26,44,0.0,0,2,1,6,6,0,0,2025,
101,Branden Jennings,MSST,LB,11,33,44,0.0,0,2,0,0,0,0,0,2025,
101,Jordan Lovett,UK,DB,30,14,44,0.0,0,0,2,20,20,0,0,2025,
101,Kamran JamesFLA,,EDGE,23,21,44,3.5,24,2,0,0,0,0,1,2025,
101,Triston Newson,MIZ,LB,22,22,44,0.5,1,2,0,0,0,0,0,2025,
106,Quincy Rhodes Jr.,ARK,DL,27,16,43,8.0,56,0,0,0,0,0,1,2025,
106,Colin SimmonsTEX,,LB,23,20,43,12.0,55,2,0,0,0,0,3,2025,
106,David Stone,OU,DL,16,27,43,1.5,10,1,0,0,0,0,0,2025,
106,Ty Redmond,TENN,DB,25,18,43,0.0,0,11,3,60,38,0,0,2025,
110,Nick Barrett,SC,DL,27,15,42,2.0,8,1,0,0,0,0,0,2025,
110,Zion Young,MIZ,DE,20,22,42,6.5,64,2,0,0,0,0,2,2025,
112,Daylan Carnell,MIZ,S,22,19,41,0.0,0,4,1,0,0,0,0,2025,
112,Bryan Thomas Jr.,SC,LB,25,16,41,7.0,54,1,0,0,0,0,3,2025,
112,Courtland Guillory,OU,DB,28,13,41,0.0,0,7,0,0,0,0,0,2025,
115,Jaylon GuilbeauTEX,,DB,22,18,40,0.0,0,3,1,0,0,0,0,2025,
115,LT Overton,ALA,DL,25,15,40,4.0,23,1,0,0,0,0,0,2025,
115,Ethan BurkeTEX,,LB,17,23,40,3.0,51,1,0,0,0,0,1,2025,
115,Brendan BettFLA,,DL,19,21,40,3.0,18,0,0,0,0,0,0,2025,
119,Jalen Catalon,MIZ,S,17,22,39,0.0,0,1,0,0,0,0,0,2025,
119,Joenel Aguero,UGA,DB,23,16,39,0.0,0,2,1,0,0,0,0,2025,
119,Zabien Brown,ALA,DB,26,13,39,0.0,0,5,2,149,99,2,1,2025,
119,Taylor Wein,OU,DL,22,17,39,7.0,50,1,1,3,3,0,1,2025,
119,Quay'sheed Scott,UK,DB,26,13,39,0.0,0,2,1,55,55,0,0,2025,
124,Andrew Jones,MISS,LB,22,16,38,0.0,0,0,0,0,0,0,0,2025,
124,Domani Jackson,ALA,DB,26,12,38,0.0,0,1,0,0,0,0,0,2025,
124,Derion Gullette,MSST,LB,16,22,38,1.5,14,1,0,0,0,0,0,2025,
124,PJ Woodland,LSU,CB,29,9,38,1.0,12,8,2,31,31,0,0,2025,
128,Miles CapersVAN,,EDGE,17,20,37,4.5,42,1,0,0,0,0,1,2025,
129,Keyron Crawford,AUB,DE,28,8,36,5.0,30,0,1,1,1,0,1,2025,
129,Justin Williams,UGA,LB,17,19,36,0.0,0,1,0,0,0,0,0,2025,
129,DeAgo Brumfield,MSST,CB,22,14,36,0.0,0,4,1,-11,-11,0,0,2025,
129,Bobby Jamison-Travis,AUB,DL,25,11,36,0.0,0,2,0,0,0,0,0,2025,
133,Devin MooreFLA,,DB,23,12,35,1.0,2,3,2,7,7,0,1,2025,
133,Martel HightVAN,,CB,25,10,35,0.0,0,2,4,71,71,0,0,2025,
133,DJ Pickett,LSU,CB,28,7,35,2.0,21,3,3,7,4,0,0,2025,
136,Patrick Payton,LSU,DE,17,17,34,1.0,8,6,0,0,0,0,0,2025,
136,Tyreek Chappell,TA&M,CB,23,11,34,0.0,0,4,0,0,0,0,0,2025,
136,Alfonzo Allen Jr.FLA,,DB,14,20,34,0.0,0,0,0,0,0,0,0,2025,
136,Antonio Kite,MISS,CB,25,9,34,0.0,0,5,0,0,0,0,0,2025,
136,Grant Godfrey,UK,LB,13,21,34,0.5,3,0,0,0,0,0,0,2025,
136,Trey MooreTEX,,LB,21,13,34,3.0,18,3,0,0,0,0,0,2025,
136,Tyreak SappFLA,,EDGE,12,22,34,1.0,3,0,0,0,0,0,0,2025,
136,Kelley Jones,MSST,CB,20,14,34,0.0,0,11,2,33,25,0,0,2025,
136,Quintavius Johnson,UGA,LB,21,13,34,2.0,9,5,0,0,0,0,1,2025,
136,Tyler Lockhart,MSST,LB,9,25,34,0.0,0,0,0,0,0,0,0,2025,
146,Gracen Halton,OU,DL,11,22,33,3.5,23,2,0,0,0,0,1,2025,
146,Malick Sylla,MSST,LB,10,23,33,2.0,7,1,0,0,0,0,0,2025,
146,Chris Graves Jr.,MISS,CB,21,12,33,0.0,0,4,0,0,0,0,1,2025,
146,Dylan Stewart,SC,LB,19,14,33,4.5,40,2,0,0,0,0,3,2025,
146,Joshua Josephs,TENN,DL,17,16,33,4.0,19,2,0,0,0,0,3,2025,
146,Eric Winters,AUB,S,24,9,33,1.0,12,1,0,0,0,0,0,2025,
146,Dontae CarterVAN,,S,18,15,33,0.0,0,1,0,0,0,0,0,2025,
153,Kobie McKinzie,OU,LB,12,20,32,1.0,3,0,0,0,0,0,0,2025,
153,Bryce CowanVAN,,LB,20,12,32,3.0,35,1,0,0,0,0,5,2025,
153,Dijon Lee Jr.,ALA,DB,21,11,32,0.0,0,5,2,1,1,0,0,2025,
156,Monkell Goodwine,SC,DL,23,8,31,0.0,0,1,0,0,0,0,2,2025,
156,Phillip Lee,ARK,DL,16,15,31,3.5,42,0,0,0,0,0,0,2025,
156,Bryson Eason,TENN,DL,8,23,31,0.0,0,3,0,0,0,0,0,2025,
156,George Gumbs Jr.FLA,,EDGE,14,17,31,2.5,8,0,0,0,0,0,2,2025,
156,Cashius Howell,TA&M,DE,20,11,31,11.5,80,6,0,0,0,0,1,2025,
156,Hero KanuTEX,,DL,9,22,31,2.0,7,1,0,0,0,0,0,2025,
156,Kayin Lee,AUB,CB,25,6,31,0.0,0,4,1,0,0,0,0,2025,
156,T.J. Searcy,TA&M,DE,13,18,31,1.5,6,2,0,0,0,0,0,2025,
156,Mi'Quise Humphrey-Grace,UK,DL,18,13,31,3.5,39,2,0,0,0,0,1,2025,
156,Reggie Powers III,OU,DB,19,12,31,1.0,10,1,0,0,0,0,1,2025,
156,Michael Boganowski,OU,DB,20,11,31,1.0,7,0,0,0,0,0,0,2025,
167,Khordae SydnorVAN,,DL,11,19,30,3.5,18,3,0,0,0,0,0,2025,
167,Malik MuhammadTEX,,DB,23,7,30,1.0,6,4,2,0,0,0,0,2025,
167,Daevin Hobbs,TENN,DL,13,17,30,3.0,23,2,0,0,0,0,1,2025,
170,Kahlil Saunders,UK,DL,15,14,29,2.0,16,0,0,0,0,0,0,2025,
170,Keldric Faulk,AUB,DE,23,6,29,2.0,11,4,0,0,0,0,0,2025,
170,Elijah Melendez,AUB,LB,19,10,29,1.0,2,0,2,68,41,1,0,2025,
170,Cam Dooley,UK,DB,20,9,29,0.0,0,0,1,0,0,0,1,2025,
174,Zaylin WoodVAN,,DL,11,17,28,4.0,36,1,1,11,11,0,0,2025,
174,Justus Boone,ARK,DL,11,17,28,1.0,5,1,0,0,0,0,0,2025,
174,Jordan Young,ARK,DB,17,11,28,0.0,0,6,1,12,12,0,1,2025,
174,Jaray Bledsoe,MSST,DL,8,20,28,1.5,6,0,0,0,0,0,0,2025,
174,Sylvester Smith,AUB,S,23,5,28,0.0,0,3,0,0,0,0,0,2025,
174,Whit Weeks,LSU,LB,13,15,28,1.0,2,0,0,0,0,0,0,2025,
174,Vicari Swain,SC,DB,24,4,28,1.0,8,5,2,25,25,0,2,2025,
174,Tavion Gadson,UK,DL,16,12,28,2.5,14,0,0,0,0,0,0,2025,
174,Judge Collier,SC,DB,25,3,28,0.0,0,1,0,0,0,0,0,2025,
174,Jayden Jackson,OU,DL,12,16,28,3.0,8,0,0,0,0,0,0,2025,
174,Dashawn Spears,LSU,S,19,9,28,1.0,9,2,2,70,70,1,0,2025,
185,Jahquez Robinson,AUB,S,23,4,27,0.0,0,0,0,0,0,0,0,2025,
185,Zion Branch,UGA,S,19,8,27,0.0,0,2,0,0,0,0,0,2025,
185,Damonic Williams,OU,DL,10,17,27,1.5,4,1,0,0,0,0,0,2025,
185,Dominic Bailey,TENN,DL,13,14,27,5.5,38,0,0,0,0,0,1,2025,
185,Cameron Ball,ARK,DL,14,13,27,0.0,0,0,0,0,0,0,0,2025,
185,Kalvin Dinkins,MSST,DL,5,22,27,2.0,16,0,0,0,0,0,0,2025,
185,Joshua SinghVAN,,DL,11,16,27,1.0,10,1,0,0,0,0,0,2025,
185,Da'Shawn Womack,MISS,DE,14,13,27,2.0,9,0,0,0,0,0,1,2025,
185,Brandon Cisse,SC,DB,19,8,27,0.0,0,5,1,0,0,0,1,2025,
185,Jerod Smith II,UK,DL,18,9,27,1.0,2,0,0,0,0,0,1,2025,
185,Jayden WoodsFLA,,EDGE,11,16,27,3.5,23,1,1,25,25,0,1,2025,
196,Sage Ryan,MISS,S,18,8,26,0.5,5,4,0,0,0,0,0,2025,
196,Gabe Harris Jr.,UGA,LB,11,15,26,1.0,9,0,0,0,0,0,0,2025,
196,James Smith,ALA,DL,16,10,26,2.5,11,1,0,0,0,0,0,2025,
196,Dezz Ricks,TA&M,CB,23,3,26,0.0,0,5,0,0,0,0,0,2025,
196,R Mason Thomas,OU,DL,18,8,26,6.5,54,1,0,0,0,0,2,2025,
196,Stephen Hall,MIZ,CB,20,6,26,0.0,0,3,0,0,0,0,0,2025,
196,DJ Hicks,TA&M,DT,13,13,26,3.0,15,0,0,0,0,0,0,2025,
